Owner Name,Cat Name,Cat Age,Cat Breed,Hair Type,Self-Playing Activities,Interactive Activities,Activity Duration (min),Zoomies,Food Types,Portion Size (grams),Feeding Frequency (times/day),Feeding Schedule,Current Weight (kg),Last Vet Visit,Next Vaccination Date,Last Anti-parasitic Treatment,Grooming,Grooming Frequency (times/week),Clean Teeth,Last Teeth Cleaning,Teeth Cleaning Method,Hairball Prevention Frequency (times/week),Hairball Prevention Measures,Average Sleep Duration (hours/night),Sleep Quality (1-10),Awareness Category,Response
Owner46,Cat46,4,Siamese,Long Hair,Running,,21,Yes,Dry Food,99,2,Routine Feeding,6.87,2024-04-21 13:56:18.205303,2025-11-30 13:56:18.206304,2024-06-27 13:56:18.206304,Yes,1,Yes,2023-05-11 13:56:18.207303,Professional Cleaning,4,Malt Paste,14.0,4,Awareness of Ear and Eye Care,Yes
Owner47,Cat47,18,Siamese,Long Hair,Running,Cuddling,59,No,Wet Food,61,2,Free Feeding,5.91,2023-07-19 13:56:18.205303,2025-07-11 13:56:18.206304,2024-03-07 13:56:18.206304,No,0,No,2023-10-03 13:56:18.207303,Brushing,6,Malt Paste,8.7,4,Awareness of Ear and Eye Care,Yes
Owner48,Cat48,8,Persian,Long Hair,Playing with toys,Fetching,44,Yes,Dry Food,103,1,Routine Feeding,5.43,2022-08-25 13:56:18.205303,2025-04-18 13:56:18.206304,2023-12-10 13:56:18.206304,Yes,0,Yes,2023-02-14 13:56:18.207303,Professional Cleaning,1,,10.3,7,Awareness of Ear and Eye Care,Yes
Owner49,Cat49,4,Unknown,Middle Hair,Running,,42,No,Tuna,182,2,Free Feeding,7.42,2024-02-17 13:56:18.205303,2026-02-25 13:56:18.206304,2024-05-14 13:56:18.206304,No,1,Yes,2024-04-06 13:56:18.207303,Brushing,4,,8.9,2,Awareness of Ear and Eye Care,No
Owner50,Cat50,2,Persian,Long Hair,Hunting,Fetching,42,Yes,Dry Food,106,2,Routine Feeding,6.84,2022-10-23 13:56:18.205303,2026-06-26 13:56:18.206304,2024-04-01 13:56:18.206304,No,2,Yes,2023-06-13 13:56:18.207303,Brushing,3,Special Food,13.2,10,Awareness of Ear and Eye Care,No
Owner51,Cat51,6,Persian,Long Hair,Hunting,Fetching,70,Yes,Tuna,194,3,Free Feeding,3.33,2023-08-07 13:56:18.205303,2024-12-17 13:56:18.206304,2024-06-02 13:56:18.206304,No,5,Yes,2023-03-13 13:56:18.207303,Brushing,4,,14.1,6,Awareness of Ear and Eye Care,No
Owner52,Cat52,10,Bengal,Long Hair,Running,Playing with toys,60,No,Tuna,161,3,Free Feeding,4.21,2023-03-26 13:56:18.205303,2026-04-05 13:56:18.206304,2024-06-19 13:56:18.206304,No,4,Yes,2024-06-05 13:56:18.207303,Brushing,3,Malt Paste,15.4,9,Awareness of Ear and Eye Care,No
Owner53,Cat53,4,Persian,Long Hair,Hunting,Cuddling,52,Yes,Dry Food,96,3,Routine Feeding,3.87,2024-05-12 13:56:18.205303,2024-09-09 13:56:18.206304,2024-06-05 13:56:18.206304,Yes,4,Yes,2023-10-17 13:56:18.207303,Professional Cleaning,3,Malt Paste,11.5,6,Awareness of Ear and Eye Care,No
Owner54,Cat54,18,Bengal,Short Hair,Running,,110,Yes,Wet Food,134,3,Routine Feeding,6.59,2022-08-13 13:56:18.205303,2026-07-09 13:56:18.206304,2023-09-27 13:56:18.206304,Yes,5,No,2024-02-08 13:56:18.207303,Brushing,3,,15.2,10,Awareness of Ear and Eye Care,No
Owner55,Cat55,12,Bengal,Short Hair,Running,Playing with toys,21,No,Tuna,191,3,Free Feeding,2.68,2023-07-20 13:56:18.205303,2024-11-17 13:56:18.206304,2024-03-05 13:56:18.206304,No,6,No,2024-04-30 13:56:18.207303,Brushing,5,Brushing,15.0,5,Awareness of Ear and Eye Care,No
Owner56,Cat56,2,Persian,Long Hair,Hunting,Playing with toys,76,Yes,Dry Food,115,3,Free Feeding,5.63,2022-12-31 13:56:18.205303,2026-07-03 13:56:18.206304,2023-11-28 13:56:18.206304,No,6,Yes,2024-03-06 13:56:18.207303,Professional Cleaning,3,,10.5,6,Awareness of Ear and Eye Care,No
Owner57,Cat57,10,Unknown,Middle Hair,Running,,74,Yes,Dry Food,124,2,Routine Feeding,6.69,2023-08-22 13:56:18.205303,2024-11-04 13:56:18.206304,2024-03-28 13:56:18.206304,No,0,Yes,2022-08-27 13:56:18.207303,Professional Cleaning,3,,15.0,10,Awareness of Ear and Eye Care,No
Owner58,Cat58,4,Unknown,Short Hair,Hunting,Fetching,42,Yes,Wet Food,152,3,Free Feeding,7.32,2024-02-24 13:56:18.205303,2025-02-06 13:56:18.206304,2024-01-24 13:56:18.206304,Yes,0,No,2024-04-21 13:56:18.207303,,1,Malt Paste,11.0,6,Awareness of Ear and Eye Care,No
Owner59,Cat59,14,Unknown,Long Hair,Playing with toys,Playing with toys,49,Yes,Tuna,87,3,Routine Feeding,4.38,2023-12-12 13:56:18.205303,2025-12-20 13:56:18.206304,2024-04-03 13:56:18.206304,Yes,2,No,2024-06-22 13:56:18.207303,Professional Cleaning,0,Special Food,10.4,5,Awareness of Ear and Eye Care,No
Owner60,Cat60,16,Unknown,Short Hair,Running,Fetching,83,No,Tuna,99,1,Routine Feeding,7.02,2023-05-06 13:56:18.205303,2025-12-15 13:56:18.206304,2023-07-26 13:56:18.206304,Yes,3,Yes,2023-04-12 13:56:18.207303,Professional Cleaning,2,Malt Paste,13.2,10,Awareness of Ear and Eye Care,No
Owner61,Cat61,15,Unknown,Short Hair,Playing with toys,Cuddling,52,No,Dry Food,147,2,Routine Feeding,3.11,2022-07-22 13:56:18.205303,2026-01-15 13:56:18.206304,2024-07-02 13:56:18.206304,Yes,1,Yes,2023-01-22 13:56:18.207303,,0,Special Food,10.6,8,Awareness of Ear and Eye Care,No
Owner62,Cat62,8,Persian,Middle Hair,Hunting,Fetching,53,Yes,Dry Food,131,2,Routine Feeding,7.16,2023-08-31 13:56:18.205303,2025-03-06 13:56:18.206304,2023-10-13 13:56:18.206304,No,0,Yes,2022-08-07 13:56:18.207303,Professional Cleaning,3,Malt Paste,13.0,6,Awareness of Ear and Eye Care,No
Owner63,Cat63,14,Persian,Long Hair,Playing with toys,Cuddling,38,No,Wet Food,79,2,Free Feeding,3.2,2024-06-12 13:56:18.205303,2025-04-19 13:56:18.206304,2024-04-04 13:56:18.206304,No,4,Yes,2023-06-28 13:56:18.207303,Professional Cleaning,1,,12.9,10,Awareness of Ear and Eye Care,No
Owner64,Cat64,8,Siamese,Long Hair,Playing with toys,Fetching,22,Yes,Wet Food,128,3,Routine Feeding,4.69,2022-09-13 13:56:18.205303,2025-07-06 13:56:18.206304,2024-05-31 13:56:18.206304,No,2,No,2023-05-01 13:56:18.207303,Professional Cleaning,4,Malt Paste,12.5,10,Awareness of Ear and Eye Care,No
Owner65,Cat65,16,Unknown,Middle Hair,Hunting,Playing with toys,21,No,Tuna,140,3,Free Feeding,6.89,2023-10-03 13:56:18.205303,2025-01-29 13:56:18.206304,2023-09-13 13:56:18.206304,Yes,1,Yes,2022-11-18 13:56:18.207303,Professional Cleaning,1,Malt Paste,11.0,9,Awareness of Ear and Eye Care,Yes
Owner66,Cat66,13,Persian,Middle Hair,Playing with toys,Playing with toys,104,Yes,Tuna,101,3,Routine Feeding,3.32,2023-09-13 13:56:18.205303,2025-04-16 13:56:18.206304,2024-06-27 13:56:18.206304,Yes,2,Yes,2024-06-23 13:56:18.207303,,3,Malt Paste,12.4,10,Awareness of Ear and Eye Care,No
Owner67,Cat67,18,Siamese,Long Hair,Playing with toys,Cuddling,55,Yes,Dry Food,128,1,Free Feeding,3.76,2023-05-12 13:56:18.205303,2025-03-04 13:56:18.206304,2023-08-19 13:56:18.206304,Yes,1,Yes,2023-09-15 13:56:18.207303,Professional Cleaning,1,,12.8,3,Awareness of Ear and Eye Care,No
Owner68,Cat68,15,Unknown,Long Hair,Hunting,,11,Yes,Tuna,79,3,Routine Feeding,6.47,2023-03-25 13:56:18.205303,2025-11-18 13:56:18.206304,2024-05-18 13:56:18.206304,No,1,Yes,2024-04-21 13:56:18.207303,Professional Cleaning,6,,12.4,5,Awareness of Ear and Eye Care,No
Owner69,Cat69,13,Bengal,Middle Hair,Playing with toys,Cuddling,44,Yes,Wet Food,155,1,Free Feeding,6.46,2023-10-02 13:56:18.205303,2024-07-16 13:56:18.206304,2023-09-07 13:56:18.206304,No,5,No,2022-09-24 13:56:18.207303,,1,,11.6,10,Awareness of Ear and Eye Care,No
Owner70,Cat70,9,Siamese,Short Hair,Hunting,Cuddling,96,Yes,Wet Food,100,2,Free Feeding,6.03,2024-02-21 13:56:18.205303,2026-05-09 13:56:18.206304,2023-09-15 13:56:18.206304,Yes,0,No,2023-04-18 13:56:18.207303,Brushing,3,,8.1,8,Awareness of Ear and Eye Care,No
Owner71,Cat71,15,Persian,Short Hair,Playing with toys,Fetching,90,Yes,Dry Food,130,3,Routine Feeding,6.32,2023-05-17 13:56:18.205303,2025-09-27 13:56:18.206304,2024-07-02 13:56:18.206304,No,2,No,2023-06-23 13:56:18.207303,,5,Special Food,12.7,8,Awareness of Ear and Eye Care,No
Owner72,Cat72,13,Bengal,Middle Hair,Hunting,Fetching,99,No,Wet Food,182,1,Routine Feeding,5.48,2024-06-25 13:56:18.205303,2024-08-10 13:56:18.206304,2023-08-31 13:56:18.206304,Yes,2,Yes,2023-02-23 13:56:18.207303,Brushing,6,Special Food,9.3,9,Awareness of Ear and Eye Care,No
Owner73,Cat73,1,Bengal,Short Hair,Hunting,Cuddling,17,Yes,Wet Food,78,1,Routine Feeding,3.88,2024-06-26 13:56:18.205303,2024-10-29 13:56:18.206304,2024-04-25 13:56:18.206304,Yes,5,Yes,2023-10-31 13:56:18.207303,,1,Brushing,13.1,10,Awareness of Ear and Eye Care,No
Owner74,Cat74,7,Bengal,Middle Hair,Playing with toys,Playing with toys,102,No,Wet Food,181,3,Routine Feeding,4.4,2022-12-02 13:56:18.205303,2026-03-14 13:56:18.206304,2023-12-11 13:56:18.206304,No,4,No,2022-12-22 13:56:18.207303,,2,,14.1,10,Awareness of Ear and Eye Care,No
Owner75,Cat75,9,Siamese,Short Hair,Playing with toys,Fetching,35,Yes,Wet Food,187,2,Free Feeding,3.5,2023-07-09 13:56:18.205303,2026-07-09 13:56:18.206304,2023-08-10 13:56:18.206304,Yes,4,Yes,2023-02-03 13:56:18.207303,Professional Cleaning,2,Special Food,12.0,10,Awareness of Ear and Eye Care,Yes
Owner76,Cat76,1,Persian,Short Hair,Playing with toys,,83,No,Dry Food,194,2,Routine Feeding,7.5,2024-01-21 13:56:18.205303,2024-09-25 13:56:18.206304,2023-10-24 13:56:18.206304,No,6,Yes,2024-02-03 13:56:18.207303,Brushing,1,Malt Paste,12.3,8,Awareness of Ear and Eye Care,No
Owner77,Cat77,12,Bengal,Long Hair,Running,Fetching,99,No,Dry Food,123,2,Free Feeding,5.71,2024-01-02 13:56:18.205303,2024-12-05 13:56:18.206304,2024-02-16 13:56:18.206304,Yes,0,No,2024-02-02 13:56:18.207303,Professional Cleaning,5,,15.6,10,Awareness of Ear and Eye Care,No
Owner78,Cat78,8,Unknown,Long Hair,Running,Fetching,43,No,Tuna,66,1,Free Feeding,4.7,2023-02-28 13:56:18.205303,2024-11-17 13:56:18.206304,2024-04-24 13:56:18.206304,No,0,No,2023-02-06 13:56:18.207303,Brushing,4,Brushing,14.8,9,Awareness of Ear and Eye Care,No
Owner79,Cat79,11,Bengal,Short Hair,Running,,114,Yes,Wet Food,133,1,Routine Feeding,5.04,2024-03-23 13:56:18.205303,2024-08-23 13:56:18.206304,2023-12-12 13:56:18.206304,No,3,No,2023-10-17 13:56:18.207303,,3,Brushing,15.3,9,Awareness of Ear and Eye Care,No
Owner80,Cat80,19,Bengal,Short Hair,Hunting,Cuddling,16,Yes,Tuna,118,1,Free Feeding,7.71,2024-03-22 13:56:18.205303,2025-07-03 13:56:18.206304,2023-12-29 13:56:18.206304,No,5,No,2023-03-10 13:56:18.207303,,2,Brushing,14.5,6,Awareness of Ear and Eye Care,No
Owner81,Cat81,17,Siamese,Long Hair,Playing with toys,,77,No,Dry Food,83,1,Free Feeding,3.34,2023-12-05 13:56:18.205303,2024-08-22 13:56:18.206304,2023-12-27 13:56:18.206304,Yes,4,Yes,2023-12-19 13:56:18.207303,Brushing,4,Malt Paste,8.9,10,Awareness of Ear and Eye Care,Yes
Owner82,Cat82,8,Siamese,Long Hair,Hunting,Cuddling,67,Yes,Dry Food,55,2,Free Feeding,5.72,2022-09-05 13:56:18.205303,2024-08-15 13:56:18.206304,2024-06-19 13:56:18.206304,Yes,1,Yes,2023-01-22 13:56:18.207303,Professional Cleaning,1,Special Food,9.2,9,Awareness of Ear and Eye Care,Yes
Owner83,Cat83,3,Persian,Long Hair,Running,Cuddling,118,No,Dry Food,102,3,Free Feeding,5.28,2022-10-09 13:56:18.205303,2024-07-29 13:56:18.206304,2024-04-16 13:56:18.206304,No,2,No,2022-12-08 13:56:18.207303,Professional Cleaning,4,Malt Paste,12.2,8,Awareness of Ear and Eye Care,No
Owner84,Cat84,3,Unknown,Middle Hair,Playing with toys,Cuddling,84,Yes,Dry Food,175,1,Routine Feeding,5.86,2023-10-24 13:56:18.205303,2026-05-20 13:56:18.206304,2023-10-20 13:56:18.206304,No,0,Yes,2024-05-15 13:56:18.207303,Professional Cleaning,6,,10.0,10,Awareness of Ear and Eye Care,Yes
Owner85,Cat85,1,Siamese,Short Hair,Hunting,,38,No,Dry Food,92,1,Routine Feeding,2.6,2024-05-20 13:56:18.205303,2024-12-12 13:56:18.206304,2024-02-22 13:56:18.206304,Yes,2,No,2023-05-11 13:56:18.207303,Professional Cleaning,0,Brushing,11.8,9,Awareness of Ear and Eye Care,No
Owner86,Cat86,5,Bengal,Long Hair,Playing with toys,Cuddling,45,No,Dry Food,164,2,Routine Feeding,7.3,2022-10-10 13:56:18.205303,2025-07-25 13:56:18.206304,2024-05-16 13:56:18.206304,Yes,2,No,2022-09-26 13:56:18.207303,,2,Malt Paste,11.2,5,Awareness of Ear and Eye Care,No
Owner87,Cat87,10,Persian,Short Hair,Hunting,Playing with toys,98,Yes,Dry Food,160,3,Routine Feeding,7.63,2023-04-13 13:56:18.205303,2026-02-20 13:56:18.206304,2023-07-15 13:56:18.206304,Yes,3,Yes,2022-11-17 13:56:18.207303,,1,Malt Paste,12.4,10,Awareness of Ear and Eye Care,No
Owner88,Cat88,7,Bengal,Middle Hair,Playing with toys,,30,No,Wet Food,129,3,Free Feeding,5.61,2024-02-03 13:56:18.205303,2026-03-03 13:56:18.206304,2024-06-18 13:56:18.206304,No,4,No,2023-09-09 13:56:18.207303,,3,Special Food,14.0,6,Awareness of Ear and Eye Care,No
Owner89,Cat89,9,Bengal,Middle Hair,Running,Playing with toys,45,Yes,Tuna,144,2,Free Feeding,6.33,2023-06-30 13:56:18.205303,2026-04-02 13:56:18.206304,2024-05-28 13:56:18.206304,Yes,0,Yes,2023-02-10 13:56:18.207303,,5,Special Food,13.7,10,Awareness of Ear and Eye Care,Yes
Owner90,Cat90,7,Siamese,Long Hair,Running,Cuddling,19,No,Dry Food,167,2,Routine Feeding,7.57,2024-04-18 13:56:18.205303,2025-06-19 13:56:18.206304,2023-09-30 13:56:18.206304,Yes,2,Yes,2022-12-01 13:56:18.207303,,6,Brushing,12.2,10,Awareness of Ear and Eye Care,No
Owner91,Cat91,9,Persian,Middle Hair,Playing with toys,Fetching,110,No,Wet Food,193,3,Routine Feeding,6.39,2024-05-20 13:56:18.205303,2024-08-08 13:56:18.206304,2023-10-22 13:56:18.206304,No,0,Yes,2024-06-17 13:56:18.207303,Professional Cleaning,1,Malt Paste,14.6,6,Awareness of Ear and Eye Care,No
Owner92,Cat92,8,Unknown,Short Hair,Hunting,Cuddling,82,Yes,Wet Food,57,1,Routine Feeding,3.34,2023-03-26 13:56:18.205303,2025-04-25 13:56:18.206304,2024-06-28 13:56:18.206304,Yes,1,Yes,2022-08-28 13:56:18.207303,Professional Cleaning,3,Malt Paste,11.4,10,Awareness of Ear and Eye Care,No
Owner93,Cat93,12,Unknown,Long Hair,Running,Playing with toys,33,Yes,Tuna,181,3,Free Feeding,5.67,2024-01-18 13:56:18.205303,2026-04-19 13:56:18.206304,2023-12-28 13:56:18.206304,Yes,3,No,2022-12-30 13:56:18.207303,Professional Cleaning,5,Special Food,15.2,10,Awareness of Ear and Eye Care,Yes
Owner94,Cat94,2,Siamese,Short Hair,Running,Playing with toys,73,Yes,Dry Food,153,2,Routine Feeding,5.84,2023-06-19 13:56:18.205303,2024-12-27 13:56:18.206304,2023-10-06 13:56:18.206304,Yes,1,Yes,2023-12-28 13:56:18.207303,Professional Cleaning,5,Malt Paste,8.6,10,Awareness of Ear and Eye Care,No
Owner95,Cat95,1,Siamese,Short Hair,Running,,108,No,Tuna,181,1,Routine Feeding,4.83,2023-07-31 13:56:18.205303,2026-03-14 13:56:18.206304,2024-04-19 13:56:18.206304,No,0,No,2023-06-23 13:56:18.207303,,1,Malt Paste,15.6,9,Awareness of Ear and Eye Care,No
Owner96,Cat96,16,Persian,Middle Hair,Playing with toys,Fetching,58,Yes,Dry Food,74,1,Routine Feeding,6.55,2024-07-06 13:56:18.205303,2025-04-06 13:56:18.206304,2023-11-07 13:56:18.206304,No,6,No,2023-07-31 13:56:18.207303,,6,Malt Paste,13.2,7,Awareness of Ear and Eye Care,No
Owner97,Cat97,5,Unknown,Middle Hair,Playing with toys,,108,No,Wet Food,145,2,Free Feeding,7.64,2023-09-05 13:56:18.205303,2025-10-10 13:56:18.206304,2023-10-18 13:56:18.206304,No,0,No,2022-08-21 13:56:18.207303,,4,Special Food,11.0,5,Awareness of Ear and Eye Care,No
Owner98,Cat98,3,Unknown,Middle Hair,Hunting,Playing with toys,45,No,Wet Food,142,2,Free Feeding,7.59,2023-04-28 13:56:18.205303,2026-05-28 13:56:18.206304,2023-08-14 13:56:18.206304,No,4,No,2023-01-25 13:56:18.207303,Brushing,4,Brushing,9.6,8,Awareness of Ear and Eye Care,Yes
Owner99,Cat99,12,Unknown,Middle Hair,Hunting,Cuddling,91,Yes,Wet Food,110,2,Free Feeding,4.98,2023-08-21 13:56:18.205303,2025-08-17 13:56:18.206304,2024-03-19 13:56:18.206304,No,2,Yes,2023-07-02 13:56:18.207303,Professional Cleaning,5,,11.8,9,Awareness of Ear and Eye Care,No
Owner100,Cat100,8,Bengal,Middle Hair,Hunting,Fetching,112,Yes,Wet Food,171,3,Free Feeding,3.12,2024-05-21 13:56:18.205303,2025-10-31 13:56:18.206304,2024-07-07 13:56:18.206304,No,2,Yes,2023-01-03 13:56:18.207303,Professional Cleaning,4,Brushing,9.6,10,Awareness of Ear and Eye Care,No
Owner1,Cat1,7,Persian,Short Hair,Hunting,,66,No,Wet Food,158,3,Routine Feeding,6.68,2023-06-05 13:56:18.205303,2025-03-08 13:56:18.206304,2024-01-06 13:56:18.206304,Yes,5,No,2023-08-23 13:56:18.207303,,2,Malt Paste,11.2,10,Awareness of Playtime Importance,No
Owner2,Cat2,15,Siamese,Middle Hair,Running,Fetching,38,No,Dry Food,54,3,Free Feeding,5.78,2023-08-03 13:56:18.205303,2025-02-26 13:56:18.206304,2024-03-14 13:56:18.206304,Yes,4,No,2023-04-04 13:56:18.207303,Brushing,1,Brushing,11.8,8,Awareness of Playtime Importance,No
Owner3,Cat3,11,Siamese,Short Hair,Running,Fetching,87,Yes,Tuna,168,1,Free Feeding,5.09,2022-10-31 13:56:18.205303,2026-02-11 13:56:18.206304,2024-05-29 13:56:18.206304,No,0,No,2023-05-27 13:56:18.207303,Professional Cleaning,5,Brushing,13.5,6,Awareness of Playtime Importance,No
Owner4,Cat4,8,Bengal,Middle Hair,Running,,101,No,Tuna,82,1,Routine Feeding,4.77,2023-05-21 13:56:18.205303,2024-09-01 13:56:18.206304,2024-05-11 13:56:18.206304,No,0,Yes,2023-04-16 13:56:18.207303,Professional Cleaning,3,,8.1,8,Awareness of Playtime Importance,No
Owner5,Cat5,7,Siamese,Middle Hair,Running,Playing with toys,78,No,Dry Food,167,2,Free Feeding,4.42,2024-01-14 13:56:18.205303,2026-03-13 13:56:18.206304,2024-03-06 13:56:18.206304,No,4,No,2022-12-06 13:56:18.207303,,6,Malt Paste,10.6,10,Awareness of Playtime Importance,No
Owner6,Cat6,19,Bengal,Long Hair,Playing with toys,Playing with toys,56,Yes,Dry Food,114,2,Free Feeding,7.61,2024-07-13 13:56:18.205303,2026-03-08 13:56:18.206304,2023-09-08 13:56:18.206304,Yes,5,No,2023-11-24 13:56:18.207303,Brushing,3,Special Food,15.8,7,Awareness of Playtime Importance,Yes
Owner7,Cat7,11,Siamese,Middle Hair,Running,Fetching,103,No,Wet Food,195,1,Free Feeding,7.07,2022-12-25 13:56:18.205303,2025-04-02 13:56:18.206304,2023-07-17 13:56:18.206304,Yes,6,Yes,2023-12-03 13:56:18.207303,Professional Cleaning,4,Brushing,12.6,8,Awareness of Playtime Importance,No
Owner8,Cat8,11,Persian,Long Hair,Hunting,Playing with toys,119,Yes,Tuna,60,2,Free Feeding,7.81,2023-07-09 13:56:18.205303,2025-09-03 13:56:18.206304,2024-01-03 13:56:18.206304,Yes,0,Yes,2023-05-29 13:56:18.207303,Brushing,0,,10.0,5,Awareness of Playtime Importance,No
Owner9,Cat9,4,Siamese,Short Hair,Hunting,Cuddling,71,Yes,Tuna,134,1,Routine Feeding,3.18,2022-09-22 13:56:18.205303,2024-10-16 13:56:18.206304,2023-09-11 13:56:18.206304,No,6,No,2022-12-20 13:56:18.207303,Professional Cleaning,4,Special Food,12.2,8,Awareness of Playtime Importance,No
Owner10,Cat10,8,Bengal,Short Hair,Running,Fetching,78,Yes,Dry Food,75,2,Free Feeding,6.52,2023-05-10 13:56:18.205303,2024-10-08 13:56:18.206304,2024-01-15 13:56:18.206304,Yes,0,No,2023-08-14 13:56:18.207303,Brushing,2,Malt Paste,10.7,6,Awareness of Playtime Importance,Yes
Owner11,Cat11,3,Bengal,Short Hair,Running,Playing with toys,85,Yes,Wet Food,112,1,Routine Feeding,7.66,2023-09-09 13:56:18.205303,2024-09-28 13:56:18.206304,2023-09-26 13:56:18.206304,No,0,No,2023-12-05 13:56:18.207303,,1,,12.3,10,Awareness of Playtime Importance,No
Owner12,Cat12,2,Persian,Short Hair,Hunting,Fetching,25,Yes,Tuna,135,1,Routine Feeding,3.5,2024-02-28 13:56:18.205303,2025-04-26 13:56:18.206304,2023-10-06 13:56:18.206304,No,3,No,2024-06-07 13:56:18.207303,Professional Cleaning,2,Brushing,9.0,10,Awareness of Playtime Importance,No
Owner13,Cat13,12,Siamese,Long Hair,Hunting,Cuddling,99,Yes,Tuna,108,1,Free Feeding,2.87,2023-12-25 13:56:18.205303,2024-11-09 13:56:18.206304,2024-06-15 13:56:18.206304,Yes,3,Yes,2023-10-10 13:56:18.207303,Professional Cleaning,6,Special Food,9.1,10,Awareness of Playtime Importance,No
Owner14,Cat14,6,Siamese,Short Hair,Playing with toys,Fetching,99,Yes,Wet Food,76,2,Routine Feeding,6.58,2023-05-05 13:56:18.205303,2025-11-15 13:56:18.206304,2024-02-16 13:56:18.206304,Yes,2,No,2023-12-31 13:56:18.207303,Brushing,5,Brushing,9.1,10,Awareness of Playtime Importance,No
Owner15,Cat15,2,Persian,Middle Hair,Hunting,Fetching,57,No,Wet Food,147,2,Routine Feeding,5.66,2023-09-05 13:56:18.205303,2025-10-07 13:56:18.206304,2023-10-21 13:56:18.206304,No,1,No,2023-03-18 13:56:18.207303,Brushing,3,Malt Paste,15.5,10,Awareness of Playtime Importance,No
Owner16,Cat16,1,Siamese,Middle Hair,Playing with toys,Fetching,94,Yes,Tuna,154,2,Routine Feeding,7.13,2024-03-19 13:56:18.205303,2025-11-24 13:56:18.206304,2023-09-22 13:56:18.206304,Yes,4,Yes,2023-11-15 13:56:18.207303,Professional Cleaning,4,Special Food,13.9,8,Awareness of Playtime Importance,No
Owner17,Cat17,12,Siamese,Middle Hair,Playing with toys,Fetching,48,Yes,Tuna,148,1,Free Feeding,3.27,2022-09-17 13:56:18.205303,2024-12-24 13:56:18.206304,2024-07-03 13:56:18.206304,No,4,No,2023-08-25 13:56:18.207303,,4,Malt Paste,9.3,10,Awareness of Playtime Importance,Yes
Owner18,Cat18,12,Bengal,Long Hair,Playing with toys,Cuddling,109,No,Wet Food,178,2,Routine Feeding,6.87,2022-12-17 13:56:18.205303,2025-01-10 13:56:18.206304,2024-02-01 13:56:18.206304,Yes,4,Yes,2024-01-04 13:56:18.207303,Brushing,6,Malt Paste,9.5,10,Awareness of Playtime Importance,Yes
Owner19,Cat19,17,Siamese,Short Hair,Playing with toys,,42,No,Tuna,198,2,Routine Feeding,3.61,2023-11-13 13:56:18.205303,2025-10-24 13:56:18.206304,2024-03-23 13:56:18.206304,Yes,2,Yes,2024-06-27 13:56:18.207303,Brushing,4,,13.8,8,Awareness of Playtime Importance,No
Owner20,Cat20,10,Siamese,Short Hair,Playing with toys,Fetching,103,No,Dry Food,104,1,Routine Feeding,3.4,2023-01-24 13:56:18.205303,2024-07-19 13:56:18.206304,2024-01-09 13:56:18.206304,No,3,Yes,2023-02-06 13:56:18.207303,Brushing,6,Brushing,9.2,10,Awareness of Playtime Importance,No
Owner21,Cat21,16,Persian,Short Hair,Running,Fetching,110,Yes,Dry Food,55,3,Free Feeding,3.4,2022-11-20 13:56:18.205303,2025-06-07 13:56:18.206304,2023-09-23 13:56:18.206304,Yes,5,No,2023-06-09 13:56:18.207303,Professional Cleaning,2,Special Food,9.9,10,Awareness of Playtime Importance,No
Owner22,Cat22,15,Persian,Long Hair,Hunting,Playing with toys,32,No,Wet Food,144,1,Routine Feeding,6.98,2024-04-30 13:56:18.205303,2026-05-16 13:56:18.206304,2023-11-25 13:56:18.206304,No,6,No,2022-08-09 13:56:18.207303,Professional Cleaning,3,Malt Paste,15.7,10,Awareness of Playtime Importance,No
Owner23,Cat23,15,Unknown,Middle Hair,Playing with toys,Fetching,19,Yes,Wet Food,182,2,Free Feeding,6.16,2023-06-24 13:56:18.205303,2024-12-10 13:56:18.206304,2023-11-30 13:56:18.206304,Yes,6,Yes,2024-06-22 13:56:18.207303,Professional Cleaning,1,Malt Paste,10.0,9,Awareness of Playtime Importance,Yes
Owner24,Cat24,19,Bengal,Middle Hair,Hunting,Playing with toys,78,Yes,Wet Food,151,1,Free Feeding,5.38,2023-12-17 13:56:18.205303,2024-10-05 13:56:18.206304,2023-09-08 13:56:18.206304,No,5,No,2023-03-28 13:56:18.207303,Professional Cleaning,5,Special Food,13.3,5,Awareness of Playtime Importance,Yes
Owner25,Cat25,12,Siamese,Short Hair,Hunting,,109,Yes,Dry Food,52,3,Free Feeding,4.47,2023-03-27 13:56:18.205303,2024-12-06 13:56:18.206304,2024-04-07 13:56:18.206304,No,2,No,2024-03-16 13:56:18.207303,,1,Malt Paste,15.8,10,Awareness of Playtime Importance,Yes
Owner26,Cat26,3,Siamese,Middle Hair,Playing with toys,Cuddling,43,Yes,Tuna,72,1,Free Feeding,7.32,2023-05-23 13:56:18.205303,2026-03-28 13:56:18.206304,2024-05-20 13:56:18.206304,Yes,5,Yes,2023-12-17 13:56:18.207303,,2,,11.0,10,Awareness of Playtime Importance,Yes
Owner27,Cat27,5,Unknown,Middle Hair,Running,Cuddling,61,No,Dry Food,102,2,Free Feeding,4.66,2023-08-02 13:56:18.205303,2025-07-28 13:56:18.206304,2024-03-25 13:56:18.206304,No,4,Yes,2023-09-12 13:56:18.207303,Professional Cleaning,5,,8.1,10,Awareness of Playtime Importance,No
